[14923, 14815, 8611, 14816],
[14617, 14717, 9610, 14616],
[20024, 7611, 7609, 20022],
[15617, 12514, 15712, 15610],
[16719, 13313, 16820, 13311],
[18222, 7409, 18114, 18118],
[17517, 17618, 17517, 9512],
[20026, 13513, 9411, 20023],
[20027, 12513, 20021, 12515],
[18717, 16513, 11212, 18823],
[15614, 20024, 10011, 20019],
[11215, 14617, 20024, 20022],
[14110, 14109, 19621, 19621],
[15315, 20018, 12209, 20025],
[20019, 9409, 20019, 20012],
[20021, 12817, 20022, 16415],
[20023, 20019, 20019, 9407],
[20018, 13411, 20021, 16116],
[20016, 20022, 11816, 20004],
[11513, 20018, 19920, 20019],
[16213, 18506, 18618, 18516],
[20023, 20020, 12412, 20012],
[20012, 20019, 12615, 20020],
[12912, 20017, 20021, 20018],
[13512, 20016, 20018, 19321],
[20022, 13410, 20021, 20017],
[17410, 20022, 20018, 17411],
[18411, 16511, 20019, 20017],
[19419, 20018, 20018, 16412],
[20020, 20016, 19411, 16911],
[20017, 16216, 20019, 20017],
[16601, 20020, 20013, 20016],
[17811, 20007, 19019, 20023],
[20006, 17012, 20017, 20019],
[16816, 20011, 20006, 20017],
[19105, 20019, 20018, 18219],
[17613, 20019, 20014, 20007],
[20018, 20019, 19312, 19304],
[20020, 20016, 18912, 20007],
[20013, 20017, 20014, 20005],
[20016, 20010, 20017, 20016],
[20010, 20018, 20017, 20005],
[20016, 20003, 20012, 20011],
[20012, 20018, 20012, 20011],
[20009, 20005, 20015, 20018],
[17420, 17520, 4106, 17419],
[20023, 20018, 6410, 18220],
[18416, 12512, 19113, 19113],
[18024, 12814, 18024, 12711],
[16816, 20007, 20017, 20013],
[20011, 20017, 20012, 17618],
[10912, 14511, 14519, 14615],
[18018, 20019, 11413, 20017],
[20020, 20025, 9509, 9514],
[14714, 14719, 20013, 20018],
[15013, 20020, 15113, 20022],
[13717, 11414, 13613, 13611],
[16803, 20025, 10510, 20015],
[15714, 12614, 15719, 15817],
[16213, 16116, 16117, 11814],
[17414, 17518, 12510, 17414],
[17719, 17618, 17617, 6710],
[17519, 20013, 20022, 4001],
[12613, 20024, 12616, 20021],
[20024, 12513, 20019, 19017],
[20005, 20014, 20020, 14609],
[11617, 20019, 11613, 20016],
[19620, 20020, 10311, 20014],
[20021, 20014, 20019, 10311],
[12613, 14514, 18121, 18019],
[20017, 13113, 20014, 20022],
[20015, 20016, 20016, 20019],
[20009, 20017, 20016, 20007],
[16713, 20014, 20022, 20016],
[20018, 20014, 20010, 17911],
[20020, 20004, 11211, 20020],
[20010, 20022, 20022, 9013],
[20003, 20014, 20018, 20009],
[20006, 20013, 20013, 20018],
[20020, 11211, 20021, 20009],
[20020, 20009, 18717, 19212],
[19905, 20013, 19912, 20017],
[20016, 16914, 20007, 20018],
[20020, 20021, 15911, 20017],
[20018, 20006, 20017, 18014],
[15811, 20017, 20023, 20004],
[20014, 20017, 20004, 20018],
[16210, 20017, 20021, 20006],
[20004, 20013, 20014, 20017],
[20015, 20018, 20012, 20004],
[9911, 9609, 9913, 9614],
[20023, 20015, 13912, 13914],
[20022, 10110, 15120, 20022],
[20023, 10511, 20021, 16115],
[8911, 18117, 18223, 18113],
[16513, 16622, 16513, 12310],
[20023, 11615, 20019, 17719],
[11714, 17112, 20022, 20017],
[10413, 10413, 20024, 20020],
[20014, 19614, 20019, 12413],
[19618, 19619, 12514, 12512],
[16912, 20018, 16911, 20018],
[20020, 14112, 20004, 20015],
[20021, 10313, 20013, 20017],
[19819, 19924, 7008, 11515],
[19518, 20019, 16711, 20015],
[20020, 20019, 18116, 13216],
[20020, 17104, 20014, 17113],
[20022, 20018, 13012, 13214],
[16316, 14810, 14812, 16316],
[20023, 20006, 20022, 19215],
[20011, 10411, 20021, 14617],
[11514, 20018, 20005, 20024],
[20015, 20007, 20014, 20016],
[9112, 14219, 20017, 20024],
[20011, 20017, 11312, 20020],
[20018, 20005, 20015, 20014],
[17416, 20018, 20017, 20005],
[20020, 20019, 20012, 12210],
[19316, 13509, 20021, 20019],
[20022, 20012, 20016, 10212],
[18721, 18616, 18616, 12015],
[14013, 14013, 20023, 20021],
[15715, 20025, 13112, 20025],
[19417, 20016, 20008, 19418],
[11111, 15909, 20024, 20022],
[20013, 20017, 20015, 20005],
[20005, 20017, 16314, 20013],
[20019, 20004, 20022, 18914],
[18514, 20024, 14011, 20020],
[20016, 20004, 20017, 20012],
[20020, 16316, 20004, 20011],
[20005, 16608, 20019, 19317],
[18414, 18407, 19420, 19415],
[20017, 20012, 20015, 20004],
[11212, 20024, 19407, 20022],
[10214, 8509, 10113, 10114],
[20024, 8913, 8912, 20024],
[20007, 20017, 20006, 20013],
[20016, 20019, 16404, 20021],
[20019, 20005, 8113, 20014],
[19520, 19523, 12813, 6910],
[20019, 18916, 20019, 10310],
[20023, 8403, 8409, 20025],
[20017, 20012, 20003, 20020],
[20016, 20016, 19113, 20005],
[20017, 12312, 20024, 9516],
[9611, 12114, 20019, 19918],
[10612, 16118, 16120, 15718],
[20008, 20018, 20015, 20004],
[8108, 20017, 20021, 20019],
[20017, 20022, 20022, 12614],
[20020, 20014, 20016, 9617],
[19712, 16616, 19716, 19820],
[20011, 11713, 20023, 20019],
[20024, 8911, 20018, 8908],
[14013, 13904, 13917, 13213],
[20019, 20014, 20017, 16203],
[20020, 20012, 13811, 20018],
[18812, 20014, 13514, 20023],
[20019, 20013, 20014, 20005],
[17821, 17816, 13012, 13017],
[10813, 20024, 10809, 20022],
[19523, 7905, 19626, 9714],
[17517, 20014, 20020, 20019],
[20018, 20024, 9611, 20022],
[18717, 13615, 18718, 18819],
[20010, 20014, 20003, 20016],
[20016, 20015, 20018, 20006],
[20013, 12416, 20019, 20017],
[11311, 20015, 20025, 13313],
[20021, 20023, 20012, 16413],
[11112, 20024, 20021, 11310],
[20018, 20014, 19904, 20017],
[20020, 20023, 9111, 17813],
[20019, 20006, 20018, 20017],
[20014, 12514, 20021, 20021],
[20017, 20015, 20014, 20014],
[20016, 19910, 20014, 20017],
[20006, 20020, 6512, 20017],
[20021, 20012, 20014, 17615],
[7612, 20025, 7607, 20024],
[20010, 20016, 20014, 20012],
[12812, 12815, 19823, 19719],
[11411, 20023, 20019, 17018],
[10912, 14017, 14318, 14318],
[13512, 18220, 18322, 13009],
[10810, 17013, 20018, 20024],
[9411, 20018, 20020, 20018],
[20011, 9711, 20016, 20021],
[15421, 7611, 20023, 20016],
[20019, 20016, 20011, 14315],
[10310, 16413, 16420, 16519],
[13615, 20025, 12613, 20021],
[20023, 20011, 20015, 13010],
[20021, 12915, 20016, 20018],
[20022, 13314, 11412, 20022],
[14104, 18422, 18414, 14115],
[20021, 20024, 7711, 7709],
[20018, 20007, 20010, 17117],
[9609, 14317, 20022, 20019],
[20021, 11811, 18515, 20018],
[20018, 20008, 13718, 20019],
[16715, 20017, 20019, 16915],
[20018, 20018, 20015, 20016],
[20005, 20011, 20017, 20013],
[16617, 20015, 20017, 20005],
[12111, 12110, 20025, 20019],
[20012, 20006, 20021, 16514],
[20014, 20017, 20019, 19909],
[18813, 20019, 18813, 20016],
[18521, 12710, 13613, 18521],
[20022, 20013, 14510, 14515],
[20016, 20017, 17613, 20006],
[16812, 20019, 20017, 20019],
[20014, 20014, 19902, 20015],
[19321, 4001, 20016, 20023],
[18310, 20018, 20016, 20018],
[20018, 20019, 20015, 20018],
[20021, 20023, 10115, 10108],
[19711, 20016, 20014, 20011],
[20021, 20018, 20020, 11213],
[20017, 19008, 20018, 20016],
[15116, 20022, 15112, 20020],
[20017, 14315, 20016, 20019],
[13513, 20015, 17919, 20020],
[20026, 20025, 3206, 3206],
[20023, 8611, 20020, 19823],
[12011, 20022, 12010, 20024],
[20021, 20020, 20015, 11815],
[20017, 20016, 16516, 20005],
[17712, 10112, 17822, 17519],
[19213, 8716, 19322, 19219],
[19623, 19622, 11614, 11609],
[14109, 14113, 14212, 12413],
[16911, 20014, 20017, 20020],
[20020, 20021, 7807, 20021],
[17116, 13013, 13010, 17120],
[14414, 13512, 14416, 14514],
[14818, 20009, 20020, 20021],
[20017, 20004, 20016, 20013],
[19325, 5810, 19223, 18614],
[17715, 19016, 19016, 18114],
[20014, 17011, 20019, 20018],
[20020, 20010, 20004, 17316],
[20015, 20018, 20016, 20011],
[17111, 20010, 20022, 10812],
[20024, 20020, 12108, 13313],
[20021, 20022, 15012, 10612],
[12308, 20024, 12315, 20020],
[20017, 16312, 20010, 20019],
[20018, 20006, 20015, 20013],
[20021, 20017, 15517, 7711],
[15312, 15313, 20023, 20015],
[15612, 20017, 20013, 20024],
[19616, 20018, 20007, 20018],
[20006, 20020, 15114, 20014],
[10310, 18718, 18718, 15417],
[20007, 20020, 9911, 20022],
[20017, 18508, 16713, 20021],
[20019, 20018, 20006, 15213],
[6710, 18223, 6708, 18116],
[20014, 20018, 20014, 20014],
[20019, 17208, 20018, 20015],
[20014, 20017, 20011, 20007],
[20018, 20017, 12715, 20019],
[20017, 20018, 20016, 20013],
[20014, 20017, 19913, 19904],
[9411, 13418, 13316, 13312],
[20016, 20018, 20014, 20011],
[19625, 19725, 11509, 15418],
[20005, 20017, 20015, 20016],
[20014, 19511, 20017, 19511],
[7510, 20024, 7512, 20020],
[11611, 11617, 11713, 8713],
[14014, 14120, 14014, 13613],
[20015, 20017, 17915, 20019],
[20025, 20020, 9418, 9412],
[7111, 20025, 20019, 17718],
[20022, 20020, 14813, 20018],
[20016, 9312, 20019, 20016],
[19217, 13111, 20023, 20019],
[20015, 20019, 20012, 20012],
[8311, 20022, 20020, 18611],
[20017, 17412, 17404, 20023],
[19615, 19615, 20017, 20018],
[19421, 19420, 18516, 12916],
[16616, 16514, 15615, 16503],
[7609, 20021, 20019, 20015],
[15417, 12813, 20018, 20022],
[16919, 9611, 9610, 16919],
[14315, 14310, 20025, 20019],
[19822, 11612, 9710, 19822],
[13209, 16916, 20018, 20021],
[16113, 20024, 20017, 15513],
[20022, 19920, 12811, 20014],
[20021, 20016, 16312, 20014],
[20004, 20014, 20014, 20017],
[20015, 19811, 20020, 19805],
[9914, 9913, 20018, 20023],
